PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2015;2016;2017;2018;2019
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45267;M Leraar Geschiedenis;deeltijd onderwijs;hbo master;vrouw;10;3;1;4;3
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;deeltijd onderwijs;hbo master;man;2;2;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;deeltijd onderwijs;hbo master;vrouw;9;3;11;8;3
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45275;M Leraar Algemene Economie;deeltijd onderwijs;hbo master;man;8;16;6;15;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45275;M Leraar Algemene Economie;deeltijd onderwijs;hbo master;vrouw;7;1;3;7;8
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;sectoroverstijgend;sectoroverstijgend;49304;M Digital Driven Business;voltijd onderwijs;hbo master;man;0;0;0;0;11
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;sectoroverstijgend;sectoroverstijgend;49304;M Digital Driven Business;voltijd onderwijs;hbo master;vrouw;0;0;0;0;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;hbo bachelor;man;29;21;30;20;27
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;hbo bachelor;vrouw;4;5;3;2;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;duaal onderwijs;hbo bachelor;man;9;2;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;duaal onderwijs;hbo bachelor;vrouw;1;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;man;196;194;212;221;234
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;vrouw;11;20;22;12;17
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30037;B Fashion & Textile Technologies;voltijd onderwijs;hbo bachelor;man;26;21;16;15;28
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30037;B Fashion & Textile Technologies;voltijd onderwijs;hbo bachelor;vrouw;189;205;193;195;196
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30107;B Engineering;deeltijd onderwijs;hbo bachelor;man;18;10;15;11;19
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30107;B Engineering;deeltijd onderwijs;hbo bachelor;vrouw;0;0;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30107;B Engineering;voltijd onderwijs;hbo bachelor;man;185;203;225;246;213
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30107;B Engineering;voltijd onderwijs;hbo bachelor;vrouw;35;38;53;68;85
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;hbo bachelor;man;122;130;85;109;95
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;hbo bachelor;vrouw;47;78;63;74;66
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34112;B Forensisch Onderzoek;voltijd onderwijs;hbo bachelor;man;16;15;10;10;11
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34112;B Forensisch Onderzoek;voltijd onderwijs;hbo bachelor;vrouw;31;28;35;32;23
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34384;B Maritiem Officier;voltijd onderwijs;hbo bachelor;man;35;29;42;33;33
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34384;B Maritiem Officier;voltijd onderwijs;hbo bachelor;vrouw;2;3;2;1;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34390;B Logistics Engineering;deeltijd onderwijs;hbo bachelor;man;6;5;6;4;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34390;B Logistics Engineering;deeltijd onderwijs;hbo bachelor;vrouw;1;2;3;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;hbo bachelor;man;100;101;75;61;55
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;hbo bachelor;vrouw;18;29;18;10;9
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;man;16;35;28;27;25
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;vrouw;16;19;7;20;17
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);39225;B Aviation;voltijd onderwijs;hbo bachelor;man;156;125;160;160;171
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);39225;B Aviation;voltijd onderwijs;hbo bachelor;vrouw;15;15;18;40;37
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);39280;B Built Environment;deeltijd onderwijs;hbo bachelor;man;4;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);39280;B Built Environment;voltijd onderwijs;hbo bachelor;man;210;188;168;179;177
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);39280;B Built Environment;voltijd onderwijs;hbo bachelor;vrouw;57;40;57;67;66
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);49131;M Digital Design;voltijd onderwijs;hbo master;man;0;0;11;8;13
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);49131;M Digital Design;voltijd onderwijs;hbo master;vrouw;0;0;13;14;12
Noord-Holland;0363;Amsterdam;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80010;Ad Ondernemerschap & Retail Management;duaal onderwijs;hbo associate degree;man;0;0;0;1;12
Noord-Holland;0363;Amsterdam;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80010;Ad Ondernemerschap & Retail Management;duaal onderwijs;hbo associate degree;vrouw;0;0;0;1;7
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;hbo bachelor;man;14;0;10;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;hbo bachelor;vrouw;5;2;7;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;duaal onderwijs;hbo bachelor;man;5;5;7;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;duaal onderwijs;hbo bachelor;vrouw;1;1;3;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;hbo bachelor;man;12;28;52;27;18
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;hbo bachelor;vrouw;13;19;56;24;17
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;man;0;1;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;vrouw;2;3;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;35;23;22;13;16
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;90;65;91;58;51
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;deeltijd onderwijs;hbo bachelor;man;2;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;deeltijd onderwijs;hbo bachelor;vrouw;2;0;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;man;5;4;2;2;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;vrouw;2;3;1;4;3
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;hbo bachelor;man;7;10;10;21;21
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;hbo bachelor;vrouw;16;23;30;28;38
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34936;B International Business and Management Studies;deeltijd onderwijs;hbo bachelor;vrouw;0;1;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34936;B International Business and Management Studies;voltijd onderwijs;hbo bachelor;man;13;12;7;12;7
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34936;B International Business and Management Studies;voltijd onderwijs;hbo bachelor;vrouw;7;18;5;4;8
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35515;B Business Innovation;voltijd onderwijs;hbo bachelor;man;0;0;7;6;12
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35515;B Business Innovation;voltijd onderwijs;hbo bachelor;vrouw;0;0;4;8;15
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;man;2;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;vrouw;4;1;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;man;13;6;6;4;3
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;vrouw;13;6;11;4;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35521;B Leisure & Events Management;voltijd onderwijs;hbo bachelor;man;17;16;15;19;18
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35521;B Leisure & Events Management;voltijd onderwijs;hbo bachelor;vrouw;51;27;45;64;25
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;man;7;14;18;13;25
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;vrouw;55;68;62;63;73
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;deeltijd onderwijs;hbo bachelor;man;11;2;11;6;9
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;deeltijd onderwijs;hbo bachelor;vrouw;0;2;3;1;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;duaal onderwijs;hbo bachelor;man;7;2;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;voltijd onderwijs;hbo bachelor;man;17;26;12;24;26
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;voltijd onderwijs;hbo bachelor;vrouw;2;0;1;3;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80035;Ad Crossmediale Communicatie;voltijd onderwijs;hbo associate degree;man;6;9;8;7;6
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80035;Ad Crossmediale Communicatie;voltijd onderwijs;hbo associate degree;vrouw;23;27;27;22;28
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80088;Ad Facilitair Eventmanagement;voltijd onderwijs;hbo associate degree;man;11;9;12;8;9
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80088;Ad Facilitair Eventmanagement;voltijd onderwijs;hbo associate degree;vrouw;13;15;16;27;30
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);30007;B Imam/Islamitisch Geestelijk Werker;deeltijd onderwijs;hbo bachelor;man;2;0;0;1;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);30007;B Imam/Islamitisch Geestelijk Werker;deeltijd onderwijs;hbo bachelor;vrouw;1;1;1;3;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);30007;B Imam/Islamitisch Geestelijk Werker;voltijd onderwijs;hbo bachelor;man;5;4;4;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);30007;B Imam/Islamitisch Geestelijk Werker;voltijd onderwijs;hbo bachelor;vrouw;3;0;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);49298;M Advanced Health Informatics Practice;deeltijd onderwijs;hbo master;man;0;0;0;0;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);49298;M Advanced Health Informatics Practice;deeltijd onderwijs;hbo master;vrouw;0;0;0;0;5
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;hbo bachelor;man;0;2;1;4;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;hbo bachelor;vrouw;9;7;9;8;8
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;hbo bachelor;man;2;0;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;hbo bachelor;vrouw;0;3;0;2;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;hbo bachelor;man;2;1;0;2;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;hbo bachelor;vrouw;8;6;3;3;10
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;hbo bachelor;man;1;4;3;3;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;hbo bachelor;vrouw;1;0;6;5;4
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;hbo bachelor;man;0;1;1;0;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;hbo bachelor;vrouw;5;1;0;3;2
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;hbo bachelor;man;1;2;0;0;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;hbo bachelor;vrouw;1;0;2;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;hbo bachelor;man;1;3;2;0;4
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;hbo bachelor;vrouw;0;1;0;1;2
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;hbo bachelor;man;1;0;1;2;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;hbo bachelor;vrouw;7;11;8;7;7
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;hbo bachelor;man;1;1;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;hbo bachelor;vrouw;1;0;3;1;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;hbo bachelor;man;0;1;0;0;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;hbo bachelor;vrouw;0;1;0;2;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;hbo bachelor;man;1;0;0;0;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;hbo bachelor;man;1;2;0;1;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;hbo bachelor;vrouw;0;2;0;2;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;hbo bachelor;man;0;2;4;1;2
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;hbo bachelor;vrouw;0;1;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;man;0;1;2;1;8
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;vrouw;1;1;2;1;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;hbo bachelor;man;4;2;1;1;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;hbo bachelor;vrouw;4;3;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;hbo bachelor;man;2;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;hbo bachelor;vrouw;0;0;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;hbo bachelor;man;0;1;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;hbo bachelor;vrouw;0;0;1;0;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;voltijd onderwijs;hbo bachelor;vrouw;5;5;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35205;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Islamgodsdienst;deeltijd onderwijs;hbo bachelor;man;1;1;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35205;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Islamgodsdienst;deeltijd onderwijs;hbo bachelor;vrouw;2;0;1;1;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35205;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Islamgodsdienst;voltijd onderwijs;hbo bachelor;man;0;0;1;1;2
