PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2015;2016;2017;2018;2019
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;vrouw;14;12;15;6;3
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;43;40;43;51;40
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;37;33;46;37;28
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;man;8;6;9;8;8
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;vrouw;2;4;6;6;4
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;man;73;83;76;91;66
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;vrouw;36;58;56;42;40
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;man;2;4;2;0;1
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;vrouw;1;8;7;9;1
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;17;17;30;31;29
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;84;77;95;111;103
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;man;34;45;33;41;39
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;vrouw;18;21;14;9;12
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34419;B European Studies;voltijd onderwijs;hbo bachelor;man;37;42;50;41;36
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34419;B European Studies;voltijd onderwijs;hbo bachelor;vrouw;120;163;156;143;115
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;deeltijd onderwijs;hbo bachelor;man;3;4;6;4;8
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;deeltijd onderwijs;hbo bachelor;vrouw;3;2;3;0;5
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;duaal onderwijs;hbo bachelor;man;21;11;22;12;15
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;duaal onderwijs;hbo bachelor;vrouw;22;22;15;17;13
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;voltijd onderwijs;hbo bachelor;man;13;6;9;3;15
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;voltijd onderwijs;hbo bachelor;vrouw;11;8;13;18;13
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;deeltijd onderwijs;hbo bachelor;man;4;5;5;9;5
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;deeltijd onderwijs;hbo bachelor;vrouw;8;1;4;2;6
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;hbo bachelor;man;42;58;43;53;39
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;hbo bachelor;vrouw;81;94;86;85;52
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;hbo bachelor;man;2;2;2;1;1
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;hbo bachelor;vrouw;9;4;16;8;5
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;man;14;14;28;29;35
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;vrouw;30;28;71;79;74
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;man;5;7;11;4;3
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;vrouw;9;4;9;3;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;man;83;91;93;96;80
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;vrouw;35;34;51;32;42
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;hbo bachelor;man;42;31;35;69;59
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;hbo bachelor;vrouw;26;24;23;33;26
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;hbo bachelor;man;6;5;5;1;4
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;hbo bachelor;vrouw;4;2;4;1;7
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;duaal onderwijs;hbo bachelor;man;25;29;16;21;21
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;duaal onderwijs;hbo bachelor;vrouw;89;78;80;68;85
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;hbo bachelor;man;22;36;25;30;35
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;hbo bachelor;vrouw;49;69;88;102;106
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;hbo bachelor;man;10;8;6;13;8
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;hbo bachelor;vrouw;1;1;1;5;1
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;duaal onderwijs;hbo bachelor;man;26;50;38;37;37
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;duaal onderwijs;hbo bachelor;vrouw;17;22;22;20;27
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;voltijd onderwijs;hbo bachelor;man;11;11;18;20;25
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;voltijd onderwijs;hbo bachelor;vrouw;7;7;2;9;17
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);80004;Ad Facility Management;deeltijd onderwijs;hbo associate degree;man;9;3;6;8;6
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);80004;Ad Facility Management;deeltijd onderwijs;hbo associate degree;vrouw;4;5;9;10;16
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);80065;Ad Finance & Control;deeltijd onderwijs;hbo associate degree;man;12;8;7;12;4
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;economie;n.v.t. (economie);80065;Ad Finance & Control;deeltijd onderwijs;hbo associate degree;vrouw;8;7;5;4;3
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;hbo bachelor;man;48;80;46;30;43
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;hbo bachelor;vrouw;31;23;17;15;24
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;man;9;15;10;11;5
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;vrouw;26;21;29;28;25
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;hbo bachelor;man;1;3;5;4;4
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;duaal onderwijs;hbo bachelor;vrouw;20;13;15;15;11
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;man;29;24;21;32;21
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;vrouw;195;205;232;195;140
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;deeltijd onderwijs;hbo bachelor;vrouw;7;0;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;hbo bachelor;man;0;1;0;1;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);35158;B Pedagogiek;voltijd onderwijs;hbo bachelor;vrouw;32;35;61;64;70
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34091;B Huidtherapie;voltijd onderwijs;hbo bachelor;man;0;1;0;1;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34091;B Huidtherapie;voltijd onderwijs;hbo bachelor;vrouw;44;66;67;61;102
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34538;B Management in de Zorg;deeltijd onderwijs;hbo bachelor;man;1;2;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34538;B Management in de Zorg;duaal onderwijs;hbo bachelor;man;0;4;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34538;B Management in de Zorg;duaal onderwijs;hbo bachelor;vrouw;7;16;0;0;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;hbo bachelor;man;0;0;0;0;1
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;deeltijd onderwijs;hbo bachelor;vrouw;1;0;0;4;9
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;hbo bachelor;man;6;2;2;8;10
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;hbo bachelor;vrouw;38;49;53;59;42
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;man;8;10;7;4;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;vrouw;58;88;73;55;51
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;deeltijd onderwijs;hbo bachelor;man;0;1;1;3;2
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;deeltijd onderwijs;hbo bachelor;vrouw;1;14;37;20;25
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;voltijd onderwijs;hbo bachelor;man;11;9;9;14;13
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;voltijd onderwijs;hbo bachelor;vrouw;161;123;115;105;107
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;3;4;2;2;6
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;18;18;21;10;12
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;11;8;19;12;7
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;96;77;59;45;52
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;voltijd onderwijs;hbo bachelor;man;55;67;71;85;62
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;voltijd onderwijs;hbo bachelor;vrouw;40;31;44;41;32
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;hbo bachelor;man;33;21;21;13;10
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;hbo bachelor;vrouw;5;7;1;3;0
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;man;92;73;83;107;81
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;vrouw;11;6;11;11;8
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;voltijd onderwijs;hbo bachelor;man;18;15;17;15;24
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;voltijd onderwijs;hbo bachelor;vrouw;3;4;5;12;9
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30039;B Mens en Techniek;voltijd onderwijs;hbo bachelor;man;30;34;55;29;37
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);30039;B Mens en Techniek;voltijd onderwijs;hbo bachelor;vrouw;21;36;28;36;31
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;hbo bachelor;man;87;58;74;70;54
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;hbo bachelor;vrouw;40;40;48;57;53
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;hbo bachelor;man;50;41;42;35;27
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;hbo bachelor;vrouw;12;10;13;8;9
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34275;B Chemische Technologie;voltijd onderwijs;hbo bachelor;man;20;17;18;29;25
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34275;B Chemische Technologie;voltijd onderwijs;hbo bachelor;vrouw;17;18;23;41;22
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;hbo bachelor;man;42;32;32;45;44
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34279;B Civiele Techniek;voltijd onderwijs;hbo bachelor;vrouw;6;4;8;5;12
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34389;B Industrieel Product Ontwerpen;voltijd onderwijs;hbo bachelor;man;51;69;60;63;62
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;27UM;De Haagse Hogeschool;techniek;n.v.t. (techniek);34389;B Industrieel Product Ontwerpen;voltijd onderwijs;hbo bachelor;vrouw;29;38;42;53;37
Zuid-Holland;0518;'s-Gravenhage;reguliere inst.;30GB;Fontys Hogescholen;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;deeltijd onderwijs;hbo bachelor;vrouw;3;0;0;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;man;54;56;52;74;69
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;vrouw;35;36;27;30;46
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;13;20;14;13;7
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;58;72;57;47;60
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;man;7;12;11;24;21
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;vrouw;23;37;34;63;59
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;hbo bachelor;man;1;0;0;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;hbo bachelor;man;4;2;2;10;15
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;hbo bachelor;vrouw;34;45;50;50;67
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);39205;B HBO - Rechten;deeltijd onderwijs;hbo bachelor;man;2;0;0;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;hbo bachelor;man;31;35;15;23;23
Zuid-Holland;0546;Leiden;reguliere inst.;21RI;Hogeschool Leiden;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;hbo bachelor;vrouw;71;86;91;71;90
